trialStress(1),trialStrain(1),FI_LT,r1Plus,d1Plus
   0.1773061514190235E+01,   0.2879718621922075E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1765029094814372E+01,   0.2893238427658798E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1757034227519057E+01,   0.2906758233395521E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1749076714478096E+01,   0.2920278039132245E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1741156359390361E+01,   0.2933797844868968E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1733272967456924E+01,   0.2947317650605692E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1725426345358787E+01,   0.2960837456342415E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1717616301235120E+01,   0.2974357262079138E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1709842644662075E+01,   0.2987877067815862E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1702105186632095E+01,   0.3001396873552585E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1694403739533705E+01,   0.3014916679289308E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1686738117131828E+01,   0.3028436485026031E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1679108134548531E+01,   0.3041956290762755E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1671513608244257E+01,   0.3055476096499478E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1663954355999465E+01,   0.3068995902236202E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1656430196896735E+01,   0.3082515707972925E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1648940951303249E+01,   0.3096035513709648E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1641486440853705E+01,   0.3109555319446372E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1634066488433603E+01,   0.3123075125183095E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1626680918162917E+01,   0.3136594930919819E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1619329555380130E+01,   0.3150114736656542E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1612012226626624E+01,   0.3163634542393265E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1604728759631425E+01,   0.3177154348129988E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1597478983296269E+01,   0.3190674153866712E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1590262727681009E+01,   0.3204193959603435E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1583079823989324E+01,   0.3217713765340158E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1575930104554751E+01,   0.3231233571076882E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1568813402826994E+01,   0.3244753376813606E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1561729553358552E+01,   0.3258273182550329E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1554678391791601E+01,   0.3271792988287052E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1547659754845161E+01,   0.3285312794023775E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1540673480302537E+01,   0.3298832599760498E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1533719406999004E+01,   0.3312352405497222E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1526797374809759E+01,   0.3325872211233945E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1519907224638096E+01,   0.3339392016970669E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1513048798403846E+01,   0.3352911822707392E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1506221939032024E+01,   0.3366431628444115E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1499426490441717E+01,   0.3379951434180839E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1492662297535181E+01,   0.3393471239917562E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1485929206187162E+01,   0.3406991045654285E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1479227063234404E+01,   0.3420510851391009E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1472555716465389E+01,   0.3434030657127733E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1465915014610243E+01,   0.3447550462864456E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1459304807330851E+01,   0.3461070268601179E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1452724945211156E+01,   0.3474590074337902E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1446175279747635E+01,   0.3488109880074625E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1439655663339952E+01,   0.3501629685811349E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1433165949281787E+01,   0.3515149491548072E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1426705991751829E+01,   0.3528669297284796E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1420275645804934E+01,   0.3542189103021519E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1413874767363440E+01,   0.3555708908758243E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1407503213208638E+01,   0.3569228714494966E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1401160840972401E+01,   0.3582748520231689E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1394847509128941E+01,   0.3596268325968412E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1388563076986733E+01,   0.3609788131705136E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1382307404680570E+01,   0.3623307937441859E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1376080353163743E+01,   0.3636827743178583E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1369881784200372E+01,   0.3650347548915306E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1363711560357858E+01,   0.3663867354652029E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1357569544999462E+01,   0.3677387160388752E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1351455602277009E+01,   0.3690906966125476E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1345369597123715E+01,   0.3704426771862199E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1339311395247124E+01,   0.3717946577598923E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1333280863122173E+01,   0.3731466383335646E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1327277867984353E+01,   0.3744986189072370E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1321302277822996E+01,   0.3758505994809093E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1315353961374657E+01,   0.3772025800545816E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1309432788116606E+01,   0.3785545606282539E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1303538628260423E+01,   0.3799065412019263E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1297671352745682E+01,   0.3812585217755986E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1291830833233759E+01,   0.3826105023492710E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1286016942101698E+01,   0.3839624829229433E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1280229552436200E+01,   0.3853144634966156E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1274468538027690E+01,   0.3866664440702879E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1268733773364477E+01,   0.3880184246439603E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1263025133626996E+01,   0.3893704052176326E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1257342494682141E+01,   0.3907223857913050E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1251685733077674E+01,   0.3920743663649773E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1246054726036724E+01,   0.3934263469386497E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1240449351452358E+01,   0.3947783275123220E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1234869487882233E+01,   0.3961303080859943E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1229315014543324E+01,   0.3974822886596666E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1223785811306725E+01,   0.3988342692333390E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1218281758692520E+01,   0.4001862498070113E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1212802737864738E+01,   0.4015382303806837E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1207348630626359E+01,   0.4028902109543560E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1201919319414403E+01,   0.4042421915280283E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1196514687295077E+01,   0.4055941721017006E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1191134617958992E+01,   0.4069461526753730E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1185778995716446E+01,   0.4082981332490453E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1180447705492757E+01,   0.4096501138227177E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1175140632823678E+01,   0.4110020943963900E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1169857663850855E+01,   0.4123540749700624E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1164598685317349E+01,   0.4137060555437347E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1159363584563216E+01,   0.4150580361174070E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1154152249521150E+01,   0.4164100166910793E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1148964568712169E+01,   0.4177619972647516E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1143800431241362E+01,   0.4191139778384240E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1138659726793691E+01,   0.4204659584120964E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1133542345629845E+01,   0.4218179389857687E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1128448178582138E+01,   0.4231699195594410E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1123377117050465E+01,   0.4245219001331133E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1118329052998303E+01,   0.4258738807067857E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1113303878948765E+01,   0.4272258612804580E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1108301487980696E+01,   0.4285778418541304E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1103321773724814E+01,   0.4299298224278027E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1098364630359902E+01,   0.4312818030014751E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1093429952609048E+01,   0.4326337835751474E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1088517635735914E+01,   0.4339857641488197E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1083627575541060E+01,   0.4353377447224920E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1078759668358315E+01,   0.4366897252961643E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1073913811051168E+01,   0.4380417058698367E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1069089901009224E+01,   0.4393936864435091E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1064287836144688E+01,   0.4407456670171814E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1059507514888885E+01,   0.4420976475908537E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1054748836188824E+01,   0.4434496281645260E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1050011699503804E+01,   0.4448016087381984E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1045296004802042E+01,   0.4461535893118707E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1040601652557360E+01,   0.4475055698855430E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1035928543745884E+01,   0.4488575504592154E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1031276579842793E+01,   0.4502095310328878E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1026645662819099E+01,   0.4515615116065601E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1022035695138462E+01,   0.4529134921802324E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1017446579754035E+01,   0.4542654727539047E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1012878220105341E+01,   0.4556174533275770E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1008330520115194E+01,   0.4569694339012494E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1003803384186633E+01,   0.4583214144749218E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9992967171999030E+00,   0.4596733950485941E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9948104245094580E+00,   0.4610253756222664E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9903444119409949E+00,   0.4623773561959387E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9858985857885240E+00,   0.4637293367696111E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9814728528114581E+00,   0.4650813173432834E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9770671202317395E+00,   0.4664332979169557E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9726812957309880E+00,   0.4677852784906281E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9683152874476807E+00,   0.4691372590643005E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9639690039743608E+00,   0.4704892396379728E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9596423543548653E+00,   0.4718412202116451E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9553352480815893E+00,   0.4731932007853174E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9510475950927704E+00,   0.4745451813589897E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9467793057697979E+00,   0.4758971619326621E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9425302909345504E+00,   0.4772491425063344E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9383004618467569E+00,   0.4786011230800068E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9340897302013814E+00,   0.4799531036536791E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9298980081260327E+00,   0.4813050842273514E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9257252081783990E+00,   0.4826570648010238E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9215712433437009E+00,   0.4840090453746961E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9174360270321739E+00,   0.4853610259483684E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9133194730765707E+00,   0.4867130065220408E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9092214957296819E+00,   0.4880649870957132E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9051420096618852E+00,   0.4894169676693855E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9010809299587134E+00,   0.4907689482430578E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8970381721184418E+00,   0.4921209288167301E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8930136520496992E+00,   0.4934729093904024E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8890072860690987E+00,   0.4948248899640748E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8850189908988914E+00,   0.4961768705377471E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8810486836646304E+00,   0.4975288511114195E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8770962818928714E+00,   0.4988808316850918E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8731617035088769E+00,   0.5002328122587641E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8692448668343477E+00,   0.5015847928324365E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8653456905851732E+00,   0.5029367734061088E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8614640938691968E+00,   0.5042887539797811E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8575999961840043E+00,   0.5056407345534535E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8537533174147268E+00,   0.5069927151271258E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8499239778318632E+00,   0.5083446957007982E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8461118980891195E+00,   0.5096966762744705E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8423169992212692E+00,   0.5110486568481428E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8385392026420255E+00,   0.5124006374218151E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8347784301419318E+00,   0.5137526179954875E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8310346038862726E+00,   0.5151045985691598E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8273076464129991E+00,   0.5164565791428322E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8235974806306696E+00,   0.5178085597165045E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8199040298164063E+00,   0.5191605402901768E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8162272176138698E+00,   0.5205125208638492E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8125669680312481E+00,   0.5218645014375215E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8089232054392620E+00,   0.5232164820111938E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8052958545691855E+00,   0.5245684625848662E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8016848405108785E+00,   0.5259204431585385E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7980900887108399E+00,   0.5272724237322109E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7945115249702726E+00,   0.5286244043058832E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7909490754431601E+00,   0.5299763848795555E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7874026666343641E+00,   0.5313283654532278E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7838722253977295E+00,   0.5326803460269002E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7803576789342093E+00,   0.5340323266005725E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7768589547899990E+00,   0.5353843071742449E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7733759808546858E+00,   0.5367362877479172E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7699086853594147E+00,   0.5380882683215896E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7664569968750634E+00,   0.5394402488952619E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7630208443104314E+00,   0.5407922294689342E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7596001569104440E+00,   0.5421442100426065E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7561948642543700E+00,   0.5434961906162789E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7528048962540451E+00,   0.5448481711899512E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7494301831521221E+00,   0.5462001517636236E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7460706555203146E+00,   0.5475521323372959E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7427262442576702E+00,   0.5489041129109682E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7393968805888466E+00,   0.5502560934846405E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7360824960624009E+00,   0.5516080740583129E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7327830225490953E+00,   0.5529600546319852E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7294983922402047E+00,   0.5543120352056576E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7262285376458515E+00,   0.5556640157793299E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7229733915933340E+00,   0.5570159963530023E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7197328872254803E+00,   0.5583679769266746E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7165069579990077E+00,   0.5597199575003469E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7132955376828940E+00,   0.5610719380740192E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7100985603567541E+00,   0.5624239186476915E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7069159604092432E+00,   0.5637758992213639E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7037476725364515E+00,   0.5651278797950363E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7005936317403233E+00,   0.5664798603687086E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.6974537733270819E+00,   0.5678318409423809E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.6943280329056611E+00,   0.5691838215160532E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.6912163463861595E+00,   0.5705358020897256E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.6881186499782870E+00,   0.5718877826633979E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.6850348801898365E+00,   0.5732397632370703E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.6819649738251599E+00,   0.5745917438107426E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.6789088679836547E+00,   0.5759437243844150E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
