trialStress(1),trialStrain(1),FI_LT,r1Plus,d1Plus
   0.7403686407437435E+00,   0.4731932007853174E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7615220304792791E+00,   0.4867130065220408E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.7826754202148147E+00,   0.5002328122587642E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8038288099503501E+00,   0.5137526179954875E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8249821996858857E+00,   0.5272724237322108E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8461355894214213E+00,   0.5407922294689342E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8672889791569567E+00,   0.5543120352056575E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.8884423688924923E+00,   0.5678318409423809E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9095957586280279E+00,   0.5813516466791043E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9307491483635634E+00,   0.5948714524158277E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9519025380990989E+00,   0.6083912581525510E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9730559278346345E+00,   0.6219110638892743E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.9942093175701699E+00,   0.6354308696259977E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1015362707305705E+01,   0.6489506753627210E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1036516097041241E+01,   0.6624704810994444E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1057669486776777E+01,   0.6759902868361678E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1078822876512312E+01,   0.6895100925728911E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1099976266247848E+01,   0.7030298983096144E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1121129655983383E+01,   0.7165497040463378E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1142283045718919E+01,   0.7300695097830612E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1163436435454454E+01,   0.7435893155197846E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1184589825189990E+01,   0.7571091212565079E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1205743214925525E+01,   0.7706289269932312E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1226896604661061E+01,   0.7841487327299546E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1248049994396596E+01,   0.7976685384666780E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1269203384132132E+01,   0.8111883442034014E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1290356773867667E+01,   0.8247081499401246E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1311510163603203E+01,   0.8382279556768480E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1332663553338738E+01,   0.8517477614135713E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1353816943074274E+01,   0.8652675671502947E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1374970332809810E+01,   0.8787873728870181E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1396123722545345E+01,   0.8923071786237415E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1417277112280881E+01,   0.9058269843604649E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1438430502016416E+01,   0.9193467900971881E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1459583891751951E+01,   0.9328665958339115E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1480737281487487E+01,   0.9463864015706348E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1501890671223023E+01,   0.9599062073073582E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1523044060958558E+01,   0.9734260130440816E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1544197450694094E+01,   0.9869458187808050E-02,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1565350840429629E+01,   0.1000465624517528E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1586504230165165E+01,   0.1013985430254252E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1607657619900700E+01,   0.1027505235990975E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1628811009636236E+01,   0.1041025041727698E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1649964399371771E+01,   0.1054544847464422E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1671117789107307E+01,   0.1068064653201145E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1692271178842843E+01,   0.1081584458937868E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1713424568578378E+01,   0.1095104264674592E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1734577958313913E+01,   0.1108624070411315E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1755731348049449E+01,   0.1122143876148038E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1776884737784985E+01,   0.1135663681884762E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1798038127520520E+01,   0.1149183487621485E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1819191517256056E+01,   0.1162703293358209E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1840344906991591E+01,   0.1176223099094932E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1861498296727127E+01,   0.1189742904831655E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1882651686462662E+01,   0.1203262710568379E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1903805076198198E+01,   0.1216782516305102E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1924958465933733E+01,   0.1230302322041825E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1946111855669269E+01,   0.1243822127778549E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1967265245404804E+01,   0.1257341933515272E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1988418635140340E+01,   0.1270861739251995E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2009572024875875E+01,   0.1284381544988719E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2030725414611411E+01,   0.1297901350725442E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2051878804346946E+01,   0.1311421156462165E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2073032194082482E+01,   0.1324940962198889E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2094185583818017E+01,   0.1338460767935612E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2115338973553553E+01,   0.1351980573672336E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2136492363289089E+01,   0.1365500379409059E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2157645753024624E+01,   0.1379020185145782E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2178799142760160E+01,   0.1392539990882506E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2199952532495695E+01,   0.1406059796619229E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2221105922231231E+01,   0.1419579602355952E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2242259311966766E+01,   0.1433099408092676E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2263412701702302E+01,   0.1446619213829399E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2284566091437837E+01,   0.1460139019566122E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2305719481173373E+01,   0.1473658825302846E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2326872870908908E+01,   0.1487178631039569E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2348026260644444E+01,   0.1500698436776292E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2369179650379980E+01,   0.1514218242513016E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2390333040115515E+01,   0.1527738048249739E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2411486429851050E+01,   0.1541257853986462E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2432639819586586E+01,   0.1554777659723186E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2453793209322122E+01,   0.1568297465459909E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2474946599057657E+01,   0.1581817271196632E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2496099988793193E+01,   0.1595337076933356E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2517253378528728E+01,   0.1608856882670079E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2538406768264264E+01,   0.1622376688406803E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2559560157999799E+01,   0.1635896494143526E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2580713547735335E+01,   0.1649416299880249E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2601866937470870E+01,   0.1662936105616973E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2623020327206406E+01,   0.1676455911353696E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2644173716941942E+01,   0.1689975717090419E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2643762735669597E+01,   0.1703495522827143E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2631423115081798E+01,   0.1717015328563866E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2619149994221632E+01,   0.1730535134300589E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2606942767188418E+01,   0.1744054940037313E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2594800841158035E+01,   0.1757574745774036E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2582723635904461E+01,   0.1771094551510759E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2570710583343460E+01,   0.1784614357247483E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2558761127097227E+01,   0.1798134162984206E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2546874722078845E+01,   0.1811653968720930E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2535050834095543E+01,   0.1825173774457653E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2523288939469717E+01,   0.1838693580194376E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2511588524676813E+01,   0.1852213385931100E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2499949085999190E+01,   0.1865733191667823E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2488370129195145E+01,   0.1879252997404546E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2476851169182290E+01,   0.1892772803141270E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2465391729734609E+01,   0.1906292608877993E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2453991343192451E+01,   0.1919812414614716E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2442649550184844E+01,   0.1933332220351440E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2431365899363506E+01,   0.1946852026088163E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2420139947147970E+01,   0.1960371831824886E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2408971257481292E+01,   0.1973891637561610E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2397859401595817E+01,   0.1987411443298333E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2386803957788512E+01,   0.2000931249035057E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2375804511205426E+01,   0.2014451054771780E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2364860653634823E+01,   0.2027970860508503E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2353971983308581E+01,   0.2041490666245227E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2343138104711473E+01,   0.2055010471981950E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2332358628397972E+01,   0.2068530277718673E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2321633170816195E+01,   0.2082050083455397E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2310961354138705E+01,   0.2095569889192120E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2300342806099818E+01,   0.2109089694928843E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2289777159839141E+01,   0.2122609500665567E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2279264053751053E+01,   0.2136129306402290E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2268803131339858E+01,   0.2149649112139013E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2258394041080360E+01,   0.2163168917875737E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2248036436283632E+01,   0.2176688723612460E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2237729974967728E+01,   0.2190208529349184E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2227474319733135E+01,   0.2203728335085907E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2217269137642763E+01,   0.2217248140822630E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2207114100106263E+01,   0.2230767946559354E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2197008882768503E+01,   0.2244287752296077E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2186953165402012E+01,   0.2257807558032800E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2176946631803232E+01,   0.2271327363769524E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2166988969692410E+01,   0.2284847169506247E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2157079870616990E+01,   0.2298366975242970E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2147219029858346E+01,   0.2311886780979694E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2137406146341714E+01,   0.2325406586716417E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2127640922549229E+01,   0.2338926392453140E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2117923064435877E+01,   0.2352446198189864E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2108252281348310E+01,   0.2365966003926587E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2098628285946347E+01,   0.2379485809663311E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2089050794127116E+01,   0.2393005615400034E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2079519524951666E+01,   0.2406525421136757E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2070034200574009E+01,   0.2420045226873481E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2060594546172463E+01,   0.2433565032610204E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2051200289883205E+01,   0.2447084838346927E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2041851162735970E+01,   0.2460604644083651E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2032546898591794E+01,   0.2474124449820374E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2023287234082728E+01,   0.2487644255557097E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2014071908553444E+01,   0.2501164061293821E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.2004900664004674E+01,   0.2514683867030544E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1995773245038392E+01,   0.2528203672767267E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1986689398804691E+01,   0.2541723478503991E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1977648874950286E+01,   0.2555243284240714E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1968651425568573E+01,   0.2568763089977438E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1959696805151205E+01,   0.2582282895714161E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1950784770541112E+01,   0.2595802701450884E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1941915080886923E+01,   0.2609322507187608E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1933087497598730E+01,   0.2622842312924331E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1924301784305157E+01,   0.2636362118661054E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1915557706811677E+01,   0.2649881924397778E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1906855033060132E+01,   0.2663401730134501E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1898193533089424E+01,   0.2676921535871224E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1889572978997326E+01,   0.2690441341607948E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1880993144903370E+01,   0.2703961147344671E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1872453806912789E+01,   0.2717480953081394E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1863954743081465E+01,   0.2731000758818118E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1855495733381845E+01,   0.2744520564554841E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1847076559669801E+01,   0.2758040370291565E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1838697005652402E+01,   0.2771560176028288E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1830356856856556E+01,   0.2785079981765011E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1822055900598504E+01,   0.2798599787501735E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1813793925954126E+01,   0.2812119593238458E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1805570723730048E+01,   0.2825639398975181E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1797386086435503E+01,   0.2839159204711904E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1789239808254940E+01,   0.2852679010448628E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
   0.1781131685021341E+01,   0.2866198816185351E-01,   0.0000000000000000E+00,   0.1000000000000000E+01,   0.0000000000000000E+00
