trialStress(2),trialStrain(2),FI_MT,r2Plus,d2Plus
   0.8854329992240222E-02,   0.2731544225750258E-01,   0.1991660570148927E+02,   0.1991660570148927E+02,   0.9620358152767048E+00
   0.8822286793687765E-02,   0.2737941284826957E-01,   0.2000813826710416E+02,   0.2000813826710416E+02,   0.9622605776050914E+00
   0.8790378239725274E-02,   0.2744338343903655E-01,   0.2009988059655516E+02,   0.2009988059655516E+02,   0.9624837319139227E+00
   0.8758603495510185E-02,   0.2750735402980354E-01,   0.2019183268984228E+02,   0.2019183268984228E+02,   0.9627052927886692E+00
   0.8726961733862330E-02,   0.2757132462057052E-01,   0.2028399454696550E+02,   0.2028399454696550E+02,   0.9629252746495713E+00
   0.8695452135174319E-02,   0.2763529521133751E-01,   0.2037636616792484E+02,   0.2037636616792484E+02,   0.9631436917538874E+00
   0.8664073887323298E-02,   0.2769926580210449E-01,   0.2046894755272029E+02,   0.2046894755272029E+02,   0.9633605581981063E+00
   0.8632826185583919E-02,   0.2776323639287148E-01,   0.2056173870135185E+02,   0.2056173870135185E+02,   0.9635758879201252E+00
   0.8601708232542441E-02,   0.2782720698363846E-01,   0.2065473961381950E+02,   0.2065473961381950E+02,   0.9637896947013926E+00
   0.8570719238012061E-02,   0.2789117757440545E-01,   0.2074795029012329E+02,   0.2074795029012329E+02,   0.9640019921690186E+00
   0.8539858418949539E-02,   0.2795514816517243E-01,   0.2084137073026318E+02,   0.2084137073026318E+02,   0.9642127937978500E+00
   0.8509124999372711E-02,   0.2801911875593942E-01,   0.2093500093423917E+02,   0.2093500093423917E+02,   0.9644221129125152E+00
   0.8478518210279343E-02,   0.2808308934670640E-01,   0.2102884090205127E+02,   0.2102884090205127E+02,   0.9646299626894361E+00
   0.8448037289567046E-02,   0.2814705993747339E-01,   0.2112289063369949E+02,   0.2112289063369949E+02,   0.9648363561588081E+00
   0.8417681481954205E-02,   0.2821103052824037E-01,   0.2121715012918382E+02,   0.2121715012918382E+02,   0.9650413062065504E+00
   0.8387450038902188E-02,   0.2827500111900736E-01,   0.2131161938850426E+02,   0.2131161938850426E+02,   0.9652448255762246E+00
   0.8357342218538259E-02,   0.2833897170977434E-01,   0.2140629841166081E+02,   0.2140629841166081E+02,   0.9654469268709257E+00
   0.8327357285579894E-02,   0.2840294230054133E-01,   0.2150118719865346E+02,   0.2150118719865346E+02,   0.9656476225551417E+00
   0.8297494511259990E-02,   0.2846691289130831E-01,   0.2159628574948222E+02,   0.2159628574948222E+02,   0.9658469249565854E+00
   0.8267753173253003E-02,   0.2853088348207530E-01,   0.2169159406414711E+02,   0.2169159406414711E+02,   0.9660448462679985E+00
   0.8238132555602146E-02,   0.2859485407284228E-01,   0.2178711214264810E+02,   0.2178711214264810E+02,   0.9662413985489271E+00
   0.8208631948647687E-02,   0.2865882466360927E-01,   0.2188283998498519E+02,   0.2188283998498519E+02,   0.9664365937274705E+00
   0.8179250648955911E-02,   0.2872279525437625E-01,   0.2197877759115839E+02,   0.2197877759115839E+02,   0.9666304436020033E+00
   0.8149987959249332E-02,   0.2878676584514324E-01,   0.2207492496116772E+02,   0.2207492496116772E+02,   0.9668229598428711E+00
   0.8120843188337711E-02,   0.2885073643591022E-01,   0.2217128209501315E+02,   0.2217128209501315E+02,   0.9670141539940601E+00
   0.8091815651049977E-02,   0.2891470702667721E-01,   0.2226784899269468E+02,   0.2226784899269468E+02,   0.9672040374748416E+00
   0.8062904668167068E-02,   0.2897867761744419E-01,   0.2236462565421233E+02,   0.2236462565421233E+02,   0.9673926215813921E+00
   0.8034109566355637E-02,   0.2904264820821118E-01,   0.2246161207956609E+02,   0.2246161207956609E+02,   0.9675799174883878E+00
   0.8005429678102754E-02,   0.2910661879897816E-01,   0.2255880826875596E+02,   0.2255880826875596E+02,   0.9677659362505759E+00
   0.7976864341651289E-02,   0.2917058938974515E-01,   0.2265621422178194E+02,   0.2265621422178194E+02,   0.9679506888043221E+00
   0.7948412900936373E-02,   0.2923455998051213E-01,   0.2275382993864403E+02,   0.2275382993864403E+02,   0.9681341859691339E+00
   0.7920074705522331E-02,   0.2929853057127912E-01,   0.2285165541934223E+02,   0.2285165541934223E+02,   0.9683164384491632E+00
   0.7891849110540946E-02,   0.2936250116204610E-01,   0.2294969066387653E+02,   0.2294969066387653E+02,   0.9684974568346835E+00
   0.7863735476630024E-02,   0.2942647175281309E-01,   0.2304793567224695E+02,   0.2304793567224695E+02,   0.9686772516035480E+00
   0.7835733169873129E-02,   0.2949044234358007E-01,   0.2314639044445349E+02,   0.2314639044445349E+02,   0.9688558331226238E+00
   0.7807841561740000E-02,   0.2955441293434706E-01,   0.2324505498049612E+02,   0.2324505498049612E+02,   0.9690332116492054E+00
   0.7780060029027509E-02,   0.2961838352511404E-01,   0.2334392928037487E+02,   0.2334392928037487E+02,   0.9692093973324083E+00
   0.7752387953801810E-02,   0.2968235411588103E-01,   0.2344301334408973E+02,   0.2344301334408973E+02,   0.9693844002145400E+00
   0.7724824723340897E-02,   0.2974632470664801E-01,   0.2354230717164071E+02,   0.2354230717164071E+02,   0.9695582302324524E+00
   0.7697369730078034E-02,   0.2981029529741500E-01,   0.2364181076302778E+02,   0.2364181076302778E+02,   0.9697308972188735E+00
   0.7670022371545931E-02,   0.2987426588818198E-01,   0.2374152411825098E+02,   0.2374152411825098E+02,   0.9699024109037198E+00
   0.7642782050321516E-02,   0.2993823647894897E-01,   0.2384144723731027E+02,   0.2384144723731027E+02,   0.9700727809153891E+00
   0.7615648173971690E-02,   0.3000220706971595E-01,   0.2394158012020569E+02,   0.2394158012020569E+02,   0.9702420167820344E+00
   0.7588620154999364E-02,   0.3006617766048294E-01,   0.2404192276693722E+02,   0.2404192276693722E+02,   0.9704101279328199E+00
   0.7561697410790574E-02,   0.3013014825124992E-01,   0.2414247517750484E+02,   0.2414247517750484E+02,   0.9705771236991576E+00
   0.7534879363562081E-02,   0.3019411884201691E-01,   0.2424323735190858E+02,   0.2424323735190858E+02,   0.9707430133159265E+00
   0.7508165440309574E-02,   0.3025808943278389E-01,   0.2434420929014843E+02,   0.2434420929014843E+02,   0.9709078059226742E+00
   0.7481555072756756E-02,   0.3032206002355088E-01,   0.2444539099222439E+02,   0.2444539099222439E+02,   0.9710715105648007E+00
   0.7455047697304833E-02,   0.3038603061431786E-01,   0.2454678245813647E+02,   0.2454678245813647E+02,   0.9712341361947251E+00
   0.7428642754982896E-02,   0.3045000120508485E-01,   0.2464838368788464E+02,   0.2464838368788464E+02,   0.9713956916730356E+00
   0.7402339691398530E-02,   0.3051397179585183E-01,   0.2475019468146894E+02,   0.2475019468146894E+02,   0.9715561857696237E+00
   0.7376137956689590E-02,   0.3057794238661882E-01,   0.2485221543888933E+02,   0.2485221543888933E+02,   0.9717156271647998E+00
   0.7350037005476034E-02,   0.3064191297738580E-01,   0.2495444596014585E+02,   0.2495444596014585E+02,   0.9718740244503958E+00
   0.7324036296812855E-02,   0.3070588356815279E-01,   0.2505688624523847E+02,   0.2505688624523847E+02,   0.9720313861308495E+00
   0.7298135294143170E-02,   0.3076985415891977E-01,   0.2515953629416721E+02,   0.2515953629416721E+02,   0.9721877206242746E+00
   0.7272333465252166E-02,   0.3083382474968676E-01,   0.2526239610693204E+02,   0.2526239610693204E+02,   0.9723430362635155E+00
   0.7246630282221523E-02,   0.3089779534045374E-01,   0.2536546568353300E+02,   0.2536546568353300E+02,   0.9724973412971866E+00
   0.7221025221384491E-02,   0.3096176593122073E-01,   0.2546874502397007E+02,   0.2546874502397007E+02,   0.9726506438906969E+00
   0.7195517763281343E-02,   0.3102573652198771E-01,   0.2557223412824323E+02,   0.2557223412824323E+02,   0.9728029521272608E+00
   0.7170107392615608E-02,   0.3108970711275470E-01,   0.2567593299635251E+02,   0.2567593299635251E+02,   0.9729542740088932E+00
   0.7144793598210574E-02,   0.3115367770352168E-01,   0.2577984162829791E+02,   0.2577984162829791E+02,   0.9731046174573926E+00
   0.7119575872966657E-02,   0.3121764829428867E-01,   0.2588396002407940E+02,   0.2588396002407940E+02,   0.9732539903153079E+00
   0.7094453713819024E-02,   0.3128161888505565E-01,   0.2598828818369703E+02,   0.2598828818369703E+02,   0.9734024003468934E+00
   0.7069426621695844E-02,   0.3134558947582264E-01,   0.2609282610715075E+02,   0.2609282610715075E+02,   0.9735498552390499E+00
   0.7044494101477048E-02,   0.3140956006658962E-01,   0.2619757379444058E+02,   0.2619757379444058E+02,   0.9736963626022525E+00
   0.7019655661953542E-02,   0.3147353065735661E-01,   0.2630253124556652E+02,   0.2630253124556652E+02,   0.9738419299714653E+00
   0.6994910815787054E-02,   0.3153750124812359E-01,   0.2640769846052858E+02,   0.2640769846052858E+02,   0.9739865648070439E+00
   0.6970259079470268E-02,   0.3160147183889057E-01,   0.2651307543932673E+02,   0.2651307543932673E+02,   0.9741302744956246E+00
   0.6945699973287649E-02,   0.3166544242965756E-01,   0.2661866218196102E+02,   0.2661866218196102E+02,   0.9742730663510016E+00
   0.6921233021276556E-02,   0.3172941302042455E-01,   0.2672445868843140E+02,   0.2672445868843140E+02,   0.9744149476149925E+00
   0.6896857751188962E-02,   0.3179338361119153E-01,   0.2683046495873789E+02,   0.2683046495873789E+02,   0.9745559254582907E+00
   0.6872573694453610E-02,   0.3185735420195852E-01,   0.2693668099288050E+02,   0.2693668099288050E+02,   0.9746960069813073E+00
   0.6848380386138575E-02,   0.3192132479272550E-01,   0.2704310679085921E+02,   0.2704310679085921E+02,   0.9748351992150003E+00
   0.6824277364914284E-02,   0.3198529538349248E-01,   0.2714974235267402E+02,   0.2714974235267402E+02,   0.9749735091216931E+00
   0.6800264173017044E-02,   0.3204926597425947E-01,   0.2725658767832497E+02,   0.2725658767832497E+02,   0.9751109435958817E+00
   0.6776340356212964E-02,   0.3211323656502646E-01,   0.2736364276781202E+02,   0.2736364276781202E+02,   0.9752475094650301E+00
   0.6752505463762310E-02,   0.3217720715579344E-01,   0.2747090762113517E+02,   0.2747090762113517E+02,   0.9753832134903561E+00
   0.6728759048384211E-02,   0.3224117774656043E-01,   0.2757838223829444E+02,   0.2757838223829444E+02,   0.9755180623676051E+00
   0.6705100666222008E-02,   0.3230514833732741E-01,   0.2768606661928980E+02,   0.2768606661928980E+02,   0.9756520627278141E+00
   0.6681529876808757E-02,   0.3236911892809440E-01,   0.2779396076412128E+02,   0.2779396076412128E+02,   0.9757852211380653E+00
   0.6658046243033251E-02,   0.3243308951886138E-01,   0.2790206467278889E+02,   0.2790206467278889E+02,   0.9759175441022291E+00
   0.6634649331106533E-02,   0.3249706010962836E-01,   0.2801037834529258E+02,   0.2801037834529258E+02,   0.9760490380616971E+00
   0.6611338710528625E-02,   0.3256103070039535E-01,   0.2811890178163241E+02,   0.2811890178163241E+02,   0.9761797093961057E+00
   0.6588113954055812E-02,   0.3262500129116234E-01,   0.2822763498180834E+02,   0.2822763498180834E+02,   0.9763095644240491E+00
   0.6564974637668202E-02,   0.3268897188192932E-01,   0.2833657794582037E+02,   0.2833657794582037E+02,   0.9764386094037838E+00
   0.6541920340537739E-02,   0.3275294247269631E-01,   0.2844573067366852E+02,   0.2844573067366852E+02,   0.9765668505339221E+00
   0.6518950644996560E-02,   0.3281691306346329E-01,   0.2855509316535277E+02,   0.2855509316535277E+02,   0.9766942939541179E+00
   0.6496065136505630E-02,   0.3288088365423027E-01,   0.2866466542087314E+02,   0.2866466542087314E+02,   0.9768209457457424E+00
   0.6473263403624032E-02,   0.3294485424499726E-01,   0.2877444744022961E+02,   0.2877444744022961E+02,   0.9769468119325507E+00
   0.6450545037978253E-02,   0.3300882483576425E-01,   0.2888443922342221E+02,   0.2888443922342221E+02,   0.9770718984813401E+00
   0.6427909634231998E-02,   0.3307279542653123E-01,   0.2899464077045090E+02,   0.2899464077045090E+02,   0.9771962113025994E+00
   0.6405356790056526E-02,   0.3313676601729822E-01,   0.2910505208131571E+02,   0.2910505208131571E+02,   0.9773197562511486E+00
   0.6382886106100955E-02,   0.3320073660806520E-01,   0.2921567315601663E+02,   0.2921567315601663E+02,   0.9774425391267724E+00
   0.6360497185963222E-02,   0.3326470719883218E-01,   0.2932650399455365E+02,   0.2932650399455365E+02,   0.9775645656748425E+00
   0.6338189636161276E-02,   0.3332867778959917E-01,   0.2943754459692678E+02,   0.2943754459692678E+02,   0.9776858415869341E+00
   0.6315963066104472E-02,   0.3339264838036615E-01,   0.2954879496313604E+02,   0.2954879496313604E+02,   0.9778063725014328E+00
   0.6293817088065643E-02,   0.3345661897113314E-01,   0.2966025509318139E+02,   0.2966025509318139E+02,   0.9779261640041338E+00
   0.6271751317153053E-02,   0.3352058956190013E-01,   0.2977192498706286E+02,   0.2977192498706286E+02,   0.9780452216288339E+00
   0.6249765371283070E-02,   0.3358456015266711E-01,   0.2988380464478043E+02,   0.2988380464478043E+02,   0.9781635508579145E+00
   0.6227858871152799E-02,   0.3364853074343409E-01,   0.2999589406633413E+02,   0.2999589406633413E+02,   0.9782811571229185E+00
   0.6206031440213323E-02,   0.3371250133420108E-01,   0.3010819325172392E+02,   0.3010819325172392E+02,   0.9783980458051182E+00
   0.6184282704643104E-02,   0.3377647192496806E-01,   0.3022070220094983E+02,   0.3022070220094983E+02,   0.9785142222360768E+00
   0.6162612293321684E-02,   0.3384044251573505E-01,   0.3033342091401184E+02,   0.3033342091401184E+02,   0.9786296916982018E+00
   0.6141019837803722E-02,   0.3390441310650204E-01,   0.3044634939090998E+02,   0.3044634939090998E+02,   0.9787444594252923E+00
   0.6119504972293317E-02,   0.3396838369726902E-01,   0.3055948763164421E+02,   0.3055948763164421E+02,   0.9788585306030780E+00
   0.6098067333618647E-02,   0.3403235428803601E-01,   0.3067283563621457E+02,   0.3067283563621457E+02,   0.9789719103697520E+00
   0.6076706561206837E-02,   0.3409632487880299E-01,   0.3078639340462103E+02,   0.3078639340462103E+02,   0.9790846038164961E+00
   0.6055422297059147E-02,   0.3416029546956997E-01,   0.3090016093686359E+02,   0.3090016093686359E+02,   0.9791966159880003E+00
   0.6034214185726419E-02,   0.3422426606033696E-01,   0.3101413823294226E+02,   0.3101413823294226E+02,   0.9793079518829748E+00
   0.6013081874284832E-02,   0.3428823665110395E-01,   0.3112832529285706E+02,   0.3112832529285706E+02,   0.9794186164546553E+00
   0.5992025012311990E-02,   0.3435220724187093E-01,   0.3124272211660795E+02,   0.3124272211660795E+02,   0.9795286146113024E+00
   0.5971043251863047E-02,   0.3441617783263792E-01,   0.3135732870419497E+02,   0.3135732870419497E+02,   0.9796379512166943E+00
   0.5950136247447368E-02,   0.3448014842340490E-01,   0.3147214505561809E+02,   0.3147214505561809E+02,   0.9797466310906134E+00
   0.5929303656005329E-02,   0.3454411901417188E-01,   0.3158717117087732E+02,   0.3158717117087732E+02,   0.9798546590093264E+00
   0.5908545136885335E-02,   0.3460808960493887E-01,   0.3170240704997265E+02,   0.3170240704997265E+02,   0.9799620397060584E+00
   0.5887860351821122E-02,   0.3467206019570585E-01,   0.3181785269290410E+02,   0.3181785269290410E+02,   0.9800687778714613E+00
   0.5867248964909522E-02,   0.3473603078647284E-01,   0.3193350809967166E+02,   0.3193350809967166E+02,   0.9801748781540751E+00
   0.5846710642587957E-02,   0.3480000137723983E-01,   0.3204937327027534E+02,   0.3204937327027534E+02,   0.9802803451607857E+00
   0.5826245053612843E-02,   0.3486397196800681E-01,   0.3216544820471510E+02,   0.3216544820471510E+02,   0.9803851834572738E+00
   0.5805851869037705E-02,   0.3492794255877379E-01,   0.3228173290299100E+02,   0.3228173290299100E+02,   0.9804893975684609E+00
   0.5785530762191759E-02,   0.3499191314954078E-01,   0.3239822736510301E+02,   0.3239822736510301E+02,   0.9805929919789481E+00
   0.5765281408658703E-02,   0.3505588374030776E-01,   0.3251493159105111E+02,   0.3251493159105111E+02,   0.9806959711334501E+00
   0.5745103486255787E-02,   0.3511985433107475E-01,   0.3263184558083532E+02,   0.3263184558083532E+02,   0.9807983394372229E+00
   0.5724996675013001E-02,   0.3518382492184174E-01,   0.3274896933445567E+02,   0.3274896933445567E+02,   0.9809001012564875E+00
   0.5704960657152619E-02,   0.3524779551260872E-01,   0.3286630285191210E+02,   0.3286630285191210E+02,   0.9810012609188468E+00
   0.5684995117068842E-02,   0.3531176610337571E-01,   0.3298384613320466E+02,   0.3298384613320466E+02,   0.9811018227136983E+00
   0.5665099741307722E-02,   0.3537573669414269E-01,   0.3310159917833333E+02,   0.3310159917833333E+02,   0.9812017908926417E+00
   0.5645274218547372E-02,   0.3543970728490967E-01,   0.3321956198729809E+02,   0.3321956198729809E+02,   0.9813011696698806E+00
   0.5625518239578269E-02,   0.3550367787567666E-01,   0.3333773456009896E+02,   0.3333773456009896E+02,   0.9813999632226198E+00
   0.5605831497283838E-02,   0.3556764846644365E-01,   0.3345611689673596E+02,   0.3345611689673596E+02,   0.9814981756914579E+00
   0.5586213686621213E-02,   0.3563161905721063E-01,   0.3357470899720907E+02,   0.3357470899720907E+02,   0.9815958111807745E+00
   0.5566664504602323E-02,   0.3569558964797762E-01,   0.3369351086151828E+02,   0.3369351086151828E+02,   0.9816928737591127E+00
   0.5547183650274997E-02,   0.3575956023874460E-01,   0.3381252248966360E+02,   0.3381252248966360E+02,   0.9817893674595572E+00
   0.5527770824704388E-02,   0.3582353082951158E-01,   0.3393174388164503E+02,   0.3393174388164503E+02,   0.9818852962801077E+00
   0.5508425730954539E-02,   0.3588750142027857E-01,   0.3405117503746258E+02,   0.3405117503746258E+02,   0.9819806641840473E+00
   0.5489148074070330E-02,   0.3595147201104555E-01,   0.3417081595711622E+02,   0.3417081595711622E+02,   0.9820754751003067E+00
   0.5469937561059323E-02,   0.3601544260181254E-01,   0.3429066664060599E+02,   0.3429066664060599E+02,   0.9821697329238240E+00
   0.5450793900873999E-02,   0.3607941319257953E-01,   0.3441072708793186E+02,   0.3441072708793186E+02,   0.9822634415159002E+00
   0.5431716804394073E-02,   0.3614338378334651E-01,   0.3453099729909385E+02,   0.3453099729909385E+02,   0.9823566047045498E+00
   0.5412705984409228E-02,   0.3620735437411349E-01,   0.3465147727409193E+02,   0.3465147727409193E+02,   0.9824492262848475E+00
   0.5393761155601760E-02,   0.3627132496488048E-01,   0.3477216701292615E+02,   0.3477216701292615E+02,   0.9825413100192710E+00
   0.5374882034529476E-02,   0.3633529555564746E-01,   0.3489306651559644E+02,   0.3489306651559644E+02,   0.9826328596380390E+00
   0.5356068339608849E-02,   0.3639926614641445E-01,   0.3501417578210287E+02,   0.3501417578210287E+02,   0.9827238788394458E+00
   0.5337319791098423E-02,   0.3646323673718144E-01,   0.3513549481244540E+02,   0.3513549481244540E+02,   0.9828143712901907E+00
   0.5318636111082114E-02,   0.3652720732794842E-01,   0.3525702360662405E+02,   0.3525702360662405E+02,   0.9829043406257051E+00
   0.5300017023452997E-02,   0.3659117791871540E-01,   0.3537876216463880E+02,   0.3537876216463880E+02,   0.9829937904504742E+00
   0.5281462253897020E-02,   0.3665514850948239E-01,   0.3550071048648967E+02,   0.3550071048648967E+02,   0.9830827243383556E+00
   0.5262971529877145E-02,   0.3671911910024937E-01,   0.3562286857217664E+02,   0.3562286857217664E+02,   0.9831711458328937E+00
   0.5244544580617386E-02,   0.3678308969101636E-01,   0.3574523642169973E+02,   0.3574523642169973E+02,   0.9832590584476303E+00
   0.5226181137087146E-02,   0.3684706028178335E-01,   0.3586781403505893E+02,   0.3586781403505893E+02,   0.9833464656664123E+00
   0.5207880931985823E-02,   0.3691103087255033E-01,   0.3599060141225422E+02,   0.3599060141225422E+02,   0.9834333709436942E+00
   0.5189643699727278E-02,   0.3697500146331732E-01,   0.3611359855328563E+02,   0.3611359855328563E+02,   0.9835197777048389E+00
   0.5171469176424898E-02,   0.3703897205408430E-01,   0.3623680545815316E+02,   0.3623680545815316E+02,   0.9836056893464127E+00
   0.5153357099876341E-02,   0.3710294264485128E-01,   0.3636022212685679E+02,   0.3636022212685679E+02,   0.9836911092364790E+00
   0.5135307209548816E-02,   0.3716691323561827E-01,   0.3648384855939655E+02,   0.3648384855939655E+02,   0.9837760407148868E+00
   0.5117319246564393E-02,   0.3723088382638525E-01,   0.3660768475577239E+02,   0.3660768475577239E+02,   0.9838604870935567E+00
   0.5099392953685236E-02,   0.3729485441715224E-01,   0.3673173071598436E+02,   0.3673173071598436E+02,   0.9839444516567636E+00
   0.5081528075299466E-02,   0.3735882500791923E-01,   0.3685598644003243E+02,   0.3685598644003243E+02,   0.9840279376614152E+00
   0.5063724357406709E-02,   0.3742279559868621E-01,   0.3698045192791662E+02,   0.3698045192791662E+02,   0.9841109483373280E+00
   0.5045981547604166E-02,   0.3748676618945319E-01,   0.3710512717963691E+02,   0.3710512717963691E+02,   0.9841934868874999E+00
   0.5028299395072367E-02,   0.3755073678022018E-01,   0.3723001219519332E+02,   0.3723001219519332E+02,   0.9842755564883794E+00
   0.5010677650561731E-02,   0.3761470737098716E-01,   0.3735510697458583E+02,   0.3735510697458583E+02,   0.9843571602901315E+00
   0.4993116066378540E-02,   0.3767867796175415E-01,   0.3748041151781447E+02,   0.3748041151781447E+02,   0.9844383014169015E+00
   0.4975614396371617E-02,   0.3774264855252114E-01,   0.3760592582487921E+02,   0.3760592582487921E+02,   0.9845189829670739E+00
   0.4958172395918910E-02,   0.3780661914328812E-01,   0.3773164989578004E+02,   0.3773164989578004E+02,   0.9845992080135298E+00
   0.4940789821914057E-02,   0.3787058973405510E-01,   0.3785758373051699E+02,   0.3785758373051699E+02,   0.9846789796039016E+00
   0.4923466432753528E-02,   0.3793456032482209E-01,   0.3798372732909007E+02,   0.3798372732909007E+02,   0.9847583007608224E+00
   0.4906201988323497E-02,   0.3799853091558907E-01,   0.3811008069149923E+02,   0.3811008069149923E+02,   0.9848371744821750E+00
   0.4888996249986906E-02,   0.3806250150635606E-01,   0.3823664381774453E+02,   0.3823664381774453E+02,   0.9849156037413374E+00
   0.4871848980570925E-02,   0.3812647209712304E-01,   0.3836341670782591E+02,   0.3836341670782591E+02,   0.9849935914874240E+00
   0.4854759944354182E-02,   0.3819044268789003E-01,   0.3849039936174343E+02,   0.3849039936174343E+02,   0.9850711406455266E+00
   0.4837728907054515E-02,   0.3825441327865702E-01,   0.3861759177949704E+02,   0.3861759177949704E+02,   0.9851482541169494E+00
   0.4820755635816396E-02,   0.3831838386942400E-01,   0.3874499396108677E+02,   0.3874499396108677E+02,   0.9852249347794446E+00
   0.4803839899198840E-02,   0.3838235446019098E-01,   0.3887260590651260E+02,   0.3887260590651260E+02,   0.9853011854874431E+00
   0.4786981467163247E-02,   0.3844632505095797E-01,   0.3900042761577456E+02,   0.3900042761577456E+02,   0.9853770090722831E+00
   0.4770180111061652E-02,   0.3851029564172495E-01,   0.3912845908887262E+02,   0.3912845908887262E+02,   0.9854524083424361E+00
   0.4753435603624481E-02,   0.3857426623249194E-01,   0.3925670032580678E+02,   0.3925670032580678E+02,   0.9855273860837310E+00
   0.4736747718949256E-02,   0.3863823682325893E-01,   0.3938515132657707E+02,   0.3938515132657707E+02,   0.9856019450595742E+00
   0.4720116232488687E-02,   0.3870220741402591E-01,   0.3951381209118345E+02,   0.3951381209118345E+02,   0.9856760880111685E+00
   0.4703540921039272E-02,   0.3876617800479289E-01,   0.3964268261962595E+02,   0.3964268261962595E+02,   0.9857498176577288E+00
   0.4687021562729953E-02,   0.3883014859555988E-01,   0.3977176291190455E+02,   0.3977176291190455E+02,   0.9858231366966960E+00
   0.4670557937010828E-02,   0.3889411918632686E-01,   0.3990105296801928E+02,   0.3990105296801928E+02,   0.9858960478039471E+00
   0.4654149824642006E-02,   0.3895808977709385E-01,   0.4003055278797010E+02,   0.4003055278797010E+02,   0.9859685536340049E+00
   0.4637797007682492E-02,   0.3902206036786084E-01,   0.4016026237175705E+02,   0.4016026237175705E+02,   0.9860406568202438E+00
   0.4621499269479444E-02,   0.3908603095862782E-01,   0.4029018171938008E+02,   0.4029018171938008E+02,   0.9861123599750933E+00
   0.4605256394657193E-02,   0.3915000154939480E-01,   0.4042031083083925E+02,   0.4042031083083925E+02,   0.9861836656902404E+00
   0.4589068169106536E-02,   0.3921397214016178E-01,   0.4055064970613451E+02,   0.4055064970613451E+02,   0.9862545765368288E+00
   0.4572934379974224E-02,   0.3927794273092877E-01,   0.4068119834526590E+02,   0.4068119834526590E+02,   0.9863250950656557E+00
   0.4556854815652456E-02,   0.3934191332169576E-01,   0.4081195674823338E+02,   0.4081195674823338E+02,   0.9863952238073668E+00
   0.4540829265768364E-02,   0.3940588391246274E-01,   0.4094292491503698E+02,   0.4094292491503698E+02,   0.9864649652726494E+00
   0.4524857521173872E-02,   0.3946985450322973E-01,   0.4107410284567668E+02,   0.4107410284567668E+02,   0.9865343219524225E+00
   0.4508939373935342E-02,   0.3953382509399671E-01,   0.4120549054015252E+02,   0.4120549054015252E+02,   0.9866032963180259E+00
   0.4493074617323682E-02,   0.3959779568476370E-01,   0.4133708799846443E+02,   0.4133708799846443E+02,   0.9866718908214056E+00
   0.4477263045804213E-02,   0.3966176627553068E-01,   0.4146889522061248E+02,   0.4146889522061248E+02,   0.9867401078952989E+00
   0.4461504455026843E-02,   0.3972573686629767E-01,   0.4160091220659663E+02,   0.4160091220659663E+02,   0.9868079499534160E+00
   0.4445798641816218E-02,   0.3978970745706465E-01,   0.4173313895641689E+02,   0.4173313895641689E+02,   0.9868754193906210E+00
   0.4430145404162053E-02,   0.3985367804783164E-01,   0.4186557547007325E+02,   0.4186557547007325E+02,   0.9869425185831091E+00
   0.4414544541209584E-02,   0.3991764863859863E-01,   0.4199822174756574E+02,   0.4199822174756574E+02,   0.9870092498885836E+00
   0.4398995853249940E-02,   0.3998161922936561E-01,   0.4213107778889432E+02,   0.4213107778889432E+02,   0.9870756156464300E+00
   0.4383499141710889E-02,   0.4004558982013259E-01,   0.4226414359405903E+02,   0.4226414359405903E+02,   0.9871416181778878E+00
   0.4368054209147345E-02,   0.4010956041089958E-01,   0.4239741916305983E+02,   0.4239741916305983E+02,   0.9872072597862219E+00
   0.4352660859232266E-02,   0.4017353100166656E-01,   0.4253090449589676E+02,   0.4253090449589676E+02,   0.9872725427568905E+00
   0.4337318896747423E-02,   0.4023750159243355E-01,   0.4266459959256979E+02,   0.4266459959256979E+02,   0.9873374693577119E+00
   0.4322028127574437E-02,   0.4030147218320054E-01,   0.4279850445307893E+02,   0.4279850445307893E+02,   0.9874020418390298E+00
   0.4306788358685741E-02,   0.4036544277396752E-01,   0.4293261907742418E+02,   0.4293261907742418E+02,   0.9874662624338758E+00
   0.4291599398135739E-02,   0.4042941336473450E-01,   0.4306694346560555E+02,   0.4306694346560555E+02,   0.9875301333581312E+00
   0.4276461055051943E-02,   0.4049338395550148E-01,   0.4320147761762300E+02,   0.4320147761762300E+02,   0.9875936568106866E+00
   0.4261373139626399E-02,   0.4055735454626847E-01,   0.4333622153347660E+02,   0.4333622153347660E+02,   0.9876568349735990E+00
   0.4246335463106988E-02,   0.4062132513703546E-01,   0.4347117521316628E+02,   0.4347117521316628E+02,   0.9877196700122488E+00
   0.4231347837788875E-02,   0.4068529572780244E-01,   0.4360633865669209E+02,   0.4360633865669209E+02,   0.9877821640754936E+00
   0.4216410077006002E-02,   0.4074926631856943E-01,   0.4374171186405399E+02,   0.4374171186405399E+02,   0.9878443192958213E+00
   0.4201521995122934E-02,   0.4081323690933641E-01,   0.4387729483525202E+02,   0.4387729483525202E+02,   0.9879061377895006E+00
   0.4186683407526261E-02,   0.4087720750010339E-01,   0.4401308757028614E+02,   0.4401308757028614E+02,   0.9879676216567315E+00
   0.4171894130616661E-02,   0.4094117809087038E-01,   0.4414909006915639E+02,   0.4414909006915639E+02,   0.9880287729817916E+00
